Application ID,Applicant Name,Email,Intended Major,High School State,Application Fee,Submission Date
1899.0,  PETER rogers,progers@gmail.com,,NJ, $779.12 ,"Aug 26, 2023"
1745.0,Clark Doe,cdoe@skynet.com,Art,CA," $1,919.58 ",06-17-2023
1893.0,  STEVE Jordan ,sjordan@skynet.com,Journalism,KS," $1,186.89 ",unknown
1263.0,  hal doe  ,hdoe@gmail.com,Engineering,AZ,$500.28,"Jul 13, 2023"
1443.0,   WANDA ALLEN ,wallen@outlook.com,,WA," $1,450.20 ","Mar 06, 2023"
,VICTOR CONNOR ,vconnor@gmail.com,Physics,KS,$145.93,"Apr 16, 2023"
,  bruce prince  ,bprince@dailybugle.com,Math,CA," $1,251.58 ",2023/01/16
1341.0, Bruce Rogers ,brogers@stark.com,Business,FL," $1,321.33 ",2023-03-27
1936.0,bruce BROWN ,bbrown@skynet.com,Journalism,NY,$519.32,03-11-2023
1313.0,  hal CONNOR ,hconnor@yahoo.com,Physics,CA,$839.16,2023-08-17
1149.0,  BOB JANE  ,bjane@outlook.com,History,KS,$952.33,12/23/2023
1124.0,   bob ROGERS  ,brogers@edu.org,Business,NV, $265.98 ,2023-03-02
1846.0,   CHARLIE CURRY ,ccurry@gmail.com,Physics,NV," $1,265.39 ",2023-10-21
1885.0,  diana CONNOR,dconnor@gmail.com,Math,OR, $806.82 ,08/24/2023
1050.0,  Charlie Jones,cjones@outlook.com,Art,OR,"$1,730.52",09/05/2023
1353.0, JOHN ROGERS ,jrogers@gmail.com,Biology,NY,$912.37,unknown
1998.0,   sara JANE   ,sjane@skynet.com,Agriculture,,"$1,926.19",04/24/2023
1142.0,   mary BROWN,mbrown@gmail.com,,AZ,"$1,196.09",pending
1470.0,HAL Jane   ,hjane@edu.org,Business,AZ,$202.56,12-12-2023
1399.0,  Mary PARKER ,mparker@skynet.com,Business,NY,"$1,680.76",2023-05-28
1929.0,Wanda PARKER  ,wparker@stark.com,History,,"$1,377.99",12-03-2023
,   DIANA curry,dcurry@stark.com,Journalism,OR," $1,832.33 ",2023-11-27
1019.0,John JANE  ,jjane@skynet.com,Business,, $616.52 ,01-21-2023
1907.0, SARA Prince ,sprince@outlook.com,,NJ,"$1,995.77",unknown
1850.0,   Bob jones,bjones@dailybugle.com,Journalism,FL,$607.57,"Sep 02, 2023"
1894.0, JOHN brown,jbrown@gmail.com,Biology,,"$1,967.40",2023/12/18
1407.0,Wanda stone  ,wstone@skynet.com,History,TX, $726.00 ,pending
1537.0,   Hal CONNOR   ,hconnor@skynet.com,,,"$1,027.13",2023-03-06
,   CLARK SMITH,csmith@dailybugle.com,Engineering,AZ," $1,646.65 ",2023/08/30
1038.0, steve rogers  ,srogers@dailybugle.com,Agriculture,KS, $851.01 ,06/19/2023
1175.0, Bruce MAXIMOFF ,bmaximoff@yahoo.com,,FL,"$1,083.09",12-22-2023
1245.0,   DIANA brown ,dbrown@gmail.com,History,WA,$553.36,12-14-2023
1892.0,BRUCE CONNOR  ,bconnor@gmail.com,Business,OR,"$1,956.72",2023-07-09
1721.0,  hal STONE  ,hstone@stark.com,Computer Science,KS,"$1,004.61",04-26-2023
1943.0, WANDA Allen ,wallen@gmail.com,,NY,"$1,730.50",2023-09-28
, Bruce ROGERS,brogers@outlook.com,Math,NY,$543.62,06-08-2023
1154.0,sara ROGERS  ,srogers@gmail.com,History,NV,"$1,010.88",12/17/2023
1638.0,JOHN ALLEN  ,jallen@yahoo.com,Math,FL,"$1,140.74",06/30/2023
1287.0,  STEVE PARKER   ,sparker@outlook.com,Art,NV,$320.69,2023-08-19
1625.0,   Wanda connor  ,wconnor@skynet.com,Journalism,WA, $933.11 ,pending
1741.0,  Wanda Kent  ,wkent@gmail.com,Business,NV," $1,478.03 ","Nov 13, 2023"
1569.0,victor WAYNE ,vwayne@edu.org,Business,NY,"$1,325.49",11-01-2023
1801.0,   BRUCE Smith   ,bsmith@outlook.com,Business,FL,"$1,365.76",2023/06/26
1017.0,  JOHN Prince,jprince@gmail.com,Physics,AZ,$421.26,"Dec 18, 2023"
,WANDA WAYNE ,wwayne@skynet.com,History,AZ,$637.81,12-11-2023
1322.0, JOHN CURRY   ,jcurry@yahoo.com,Engineering,KS,"$1,419.68",02/14/2023
1255.0,Mary Connor,mconnor@edu.org,Art,CA," $1,793.94 ",11/29/2023
1790.0,   Wanda parker,wparker@edu.org,,AZ,$777.62,05-28-2023
1499.0, VICTOR Prince  ,vprince@gmail.com,Business,TX,$664.09,12/19/2023
1190.0, ALICE CONNOR,aconnor@edu.org,,FL,$693.62,11-22-2023
1115.0, Clark brown ,cbrown@gmail.com,,OR, $201.09 ,2023/01/03
1665.0,   mary WAYNE  ,mwayne@outlook.com,Physics,CA," $1,627.97 ",04/18/2023
,John Maximoff  ,jmaximoff@dailybugle.com,,WA,"$1,446.51",06/27/2023
1180.0, SARA DOE,sdoe@edu.org,,NY, $23.91 ,2023-04-24
1301.0, diana MAXIMOFF ,dmaximoff@skynet.com,Engineering,AZ,"$1,459.85","Dec 24, 2023"
1829.0,ARTHUR PARKER  ,aparker@dailybugle.com,,NV,"$1,597.70",07/12/2023
1900.0,   arthur MAXIMOFF  ,amaximoff@stark.com,Physics,," $1,566.41 ",unknown
1780.0, Steve curry   ,scurry@outlook.com,Biology,OR,$994.27,pending
1739.0, peter brown ,pbrown@outlook.com,Agriculture,WA,"$1,559.51",05/15/2023
1715.0,   BOB CURRY   ,bcurry@gmail.com,Engineering,NY,"$1,673.71",03-01-2023
1517.0,   alice BROWN ,abrown@edu.org,Agriculture,FL,$486.71,"Dec 04, 2023"
,  barry PRINCE ,bprince@yahoo.com,Physics,NY,$82.30,03/06/2023
1045.0,  Clark ROGERS  ,crogers@gmail.com,,AZ,"$1,174.25",12-11-2023
1977.0, WANDA WAYNE ,wwayne@gmail.com,Physics,KS,$816.85,10-21-2023
1157.0, Wanda Kent ,wkent@stark.com,Journalism,AZ,"$1,265.54",03-13-2023
1802.0, Steve brown   ,sbrown@outlook.com,Journalism,WA,"$1,610.90",08/24/2023
,  sara jane  ,sjane@yahoo.com,Engineering,NY,"$1,542.86",2023-08-08
1016.0,Bob DOE ,bdoe@skynet.com,Journalism,FL,$739.05,10-06-2023
,   sara ROGERS  ,srogers@dailybugle.com,Physics,TX,$396.04,02/26/2023
1048.0,   PETER KENT   ,pkent@gmail.com,,FL,"$1,419.57","Jan 08, 2023"
,  arthur MAXIMOFF  ,amaximoff@stark.com,,, $771.87 ,03-27-2023
,   ALICE Jones,ajones@skynet.com,Engineering,CA,$993.27,"Oct 01, 2023"
, hal BROWN  ,hbrown@edu.org,Agriculture,FL,$6.26,pending
1734.0, SARA smith,ssmith@yahoo.com,Biology,FL,"$1,171.35",unknown
1740.0,   diana Allen  ,dallen@edu.org,Business,,"$1,879.97",07/29/2023
1480.0,steve ROGERS ,srogers@yahoo.com,Agriculture,WA,$437.19,"Jul 13, 2023"
1283.0,BRUCE Jordan ,bjordan@edu.org,Computer Science,FL,$945.65,2023/06/09
1774.0, ARTHUR ALLEN  ,aallen@stark.com,Computer Science,KS,"$1,243.60",2023-07-15
1706.0,   MARY rogers   ,mrogers@stark.com,History,NY,$775.15,03/10/2023
1225.0,DIANA parker ,dparker@stark.com,Math,AZ,$946.27,2023-08-20
1026.0,   bruce prince,bprince@edu.org,Art,WA,$988.75,"Dec 02, 2023"
1842.0,  Sara Doe  ,sdoe@gmail.com,Agriculture,,"$1,383.60","Jul 23, 2023"
1437.0,   alice Jones  ,ajones@outlook.com,Biology,NV,$534.98,12-20-2023
1371.0,   ARTHUR ROGERS   ,arogers@outlook.com,Engineering,NJ,$453.56,05-28-2023
,steve SMITH   ,ssmith@edu.org,Math,WA,"$1,899.87",2023-06-01
1229.0, Arthur JORDAN  ,ajordan@edu.org,Engineering,TX,$276.36,2023-09-20
1037.0,  Hal curry  ,hcurry@outlook.com,Engineering,NV,"$1,896.13",07/28/2023
1669.0,Bruce Jones  ,bjones@gmail.com,Math,NV," $1,322.26 ",2023/01/19
,victor BROWN  ,vbrown@yahoo.com,,FL,"$1,669.90",06/21/2023
1374.0,  Arthur BROWN  ,abrown@edu.org,Art,AZ," $1,457.09 ","Jun 23, 2023"
1469.0, HAL CURRY,hcurry@stark.com,Engineering,WA,$131.58,unknown
1198.0, CHARLIE Jane ,cjane@stark.com,Biology,WA, $403.84 ,03-17-2023
1687.0,  CLARK PRINCE  ,cprince@skynet.com,Engineering,FL,$154.95,2023-04-21
1916.0,Alice BROWN   ,abrown@gmail.com,Journalism,NY,$528.56,10-15-2023
1758.0,   Bruce Wayne  ,bwayne@stark.com,Journalism,TX," $1,158.74 ",01-18-2023
1783.0, BOB JONES ,bjones@skynet.com,Physics,CA,"$1,298.81",03/03/2023
1194.0,  Peter PARKER  ,pparker@outlook.com,Biology,NV,"$1,679.71",pending
1920.0, BRUCE SMITH ,bsmith@outlook.com,Art,,$420.41,pending
1930.0,STEVE PARKER,sparker@skynet.com,Art,WA," $1,392.76 ","Aug 20, 2023"
1503.0, Bob PARKER,bparker@yahoo.com,History,NY,$852.48,03-26-2023
1687.0,  CLARK PRINCE  ,cprince@skynet.com,Engineering,FL,$154.95,2023-04-21
1895.0,bob Smith,bsmith@skynet.com,,TX," $1,794.11 ",2023-09-09
1579.0, sara prince   ,sprince@outlook.com,Engineering,OR,"$1,300.58",2023/03/05
1160.0,Victor JORDAN   ,vjordan@skynet.com,Journalism,OR,$654.58,02-17-2023
1680.0,JOHN ROGERS   ,jrogers@yahoo.com,Biology,FL,$894.17,"Feb 25, 2023"
1162.0,ALICE JANE,ajane@stark.com,Agriculture,,"$1,916.06",2023/12/19
1705.0,  sara MAXIMOFF  ,smaximoff@gmail.com,History,FL,$308.28,pending
1756.0,   mary ROGERS ,mrogers@stark.com,Biology,OR,"$1,799.10","Jun 15, 2023"
1152.0,  sara Allen   ,sallen@skynet.com,Computer Science,OR," $1,234.73 ",12-28-2023
1800.0,  VICTOR Doe,vdoe@yahoo.com,History,,$6.84,07-18-2023
1754.0, Sara STONE  ,sstone@gmail.com,Biology,NJ,$807.31,"May 16, 2023"
1814.0,CLARK JONES  ,cjones@stark.com,Computer Science,, $257.05 ,unknown
1111.0,   STEVE CONNOR ,sconnor@stark.com,Biology,NY,$381.57,2023-08-03
1226.0,  Bruce DOE  ,bdoe@dailybugle.com,,OR, $280.90 ,2023-07-29
1883.0,   bruce brown   ,bbrown@outlook.com,Agriculture,,"$1,919.24",03-16-2023
1103.0,  BOB SMITH ,bsmith@stark.com,Art,OR,"$1,777.99",2023/11/25
1421.0, CLARK PARKER   ,cparker@gmail.com,Agriculture,KS,$51.92,2023-12-15
1419.0,   SARA Curry,scurry@yahoo.com,,CA,$940.50,08/28/2023
1808.0, DIANA Jane   ,djane@gmail.com,Art,NV,"$1,104.64","May 24, 2023"
1586.0, HAL DOE,hdoe@dailybugle.com,Art,," $1,328.13 ",pending
1076.0,Wanda Allen   ,wallen@stark.com,Journalism,TX,$152.76,"Sep 29, 2023"
1672.0,   DIANA WAYNE   ,dwayne@skynet.com,Agriculture,FL, $224.73 ,05/28/2023
1119.0, HAL Stone ,hstone@edu.org,History,,$767.15,2023/05/17
,  CLARK curry   ,ccurry@outlook.com,Agriculture,CA,"$1,234.92",2023/12/17
1151.0,   HAL DOE   ,hdoe@edu.org,,NJ," $1,504.65 ","Feb 02, 2023"
1403.0, BOB parker  ,bparker@dailybugle.com,Business,TX,$383.83,06/08/2023
1280.0,   clark stone   ,cstone@outlook.com,Agriculture,CA, $304.30 ,2023-01-12
1207.0,  barry Prince  ,bprince@outlook.com,Engineering,NV," $1,530.95 ",11/04/2023
1658.0, Barry PARKER   ,bparker@stark.com,Computer Science,FL," $1,130.80 ","Nov 19, 2023"
1909.0,  clark Jones,cjones@skynet.com,Computer Science,TX,$291.63,"Dec 20, 2023"
1978.0,   JOHN ROGERS   ,jrogers@dailybugle.com,Computer Science,CA, $805.32 ,2023/05/01
1008.0,Diana WAYNE   ,dwayne@stark.com,,TX,$256.78,2023-10-09
1869.0,MARY ALLEN,mallen@outlook.com,,TX," $1,567.74 ",12/18/2023
1036.0,  BARRY Maximoff   ,bmaximoff@edu.org,Art,FL,"$1,661.46",2023-08-19
,WANDA KENT  ,wkent@skynet.com,Math,,"$1,910.34",2023/01/28
1651.0,  WANDA STONE ,wstone@edu.org,History,, $30.37 ,unknown
1253.0,SARA JORDAN  ,sjordan@gmail.com,Art,OR, $341.13 ,2023-11-04
1303.0,diana JORDAN  ,djordan@edu.org,Math,, $397.75 ,2023/10/15
1910.0,barry DOE   ,bdoe@yahoo.com,Art,AZ,"$1,495.47",04-27-2023
1571.0, Diana Jane,djane@edu.org,Agriculture,NJ,"$1,838.30",2023-12-30
1623.0,   CHARLIE Jones,cjones@outlook.com,Agriculture,FL,"$1,623.42",08/05/2023
1764.0,  Victor PARKER   ,vparker@skynet.com,Agriculture,TX,"$1,443.10",2023-02-08
1992.0,VICTOR ROGERS ,vrogers@stark.com,Journalism,,"$1,919.60","Mar 18, 2023"
1262.0,HAL JORDAN,hjordan@skynet.com,Math,KS, $694.95 ,"Apr 26, 2023"
1610.0,  Steve kent,skent@outlook.com,History,FL,"$1,389.93",unknown
1297.0,  ALICE Prince ,aprince@yahoo.com,,WA," $1,942.08 ","Oct 22, 2023"
1414.0,   MARY Doe   ,mdoe@gmail.com,History,NJ,$575.92,03/08/2023
, alice Jane ,ajane@skynet.com,Math,OR,$463.71,2023-04-05
1848.0, BARRY JORDAN  ,bjordan@dailybugle.com,Computer Science,OR,$311.40,04-07-2023
1640.0, diana KENT  ,dkent@gmail.com,History,AZ,"$1,000.09","Jan 30, 2023"
1956.0,VICTOR STONE,vstone@dailybugle.com,,CA," $1,877.69 ","Jan 29, 2023"
1550.0,   victor smith ,vsmith@outlook.com,Physics,, $104.26 ,2023-04-19
1851.0,   steve smith,ssmith@edu.org,Art,OR,"$1,989.28",09-07-2023
1488.0,  steve DOE ,sdoe@yahoo.com,Math,,$114.91,03/29/2023
1710.0,   Hal MAXIMOFF,hmaximoff@outlook.com,Computer Science,OR," $1,004.12 ",12/31/2023
1147.0,  HAL STONE,hstone@gmail.com,Journalism,AZ, $88.59 ,"Dec 13, 2023"
1146.0,   wanda PARKER   ,wparker@yahoo.com,History,TX," $1,430.47 ",02/07/2023
1777.0,  arthur WAYNE,awayne@edu.org,History,FL, $880.71 ,pending
1740.0,   diana Allen  ,dallen@edu.org,Business,,"$1,879.97",07/29/2023
1853.0,victor JANE   ,vjane@gmail.com,Agriculture,AZ, $776.36 ,12-01-2023
,WANDA MAXIMOFF ,wmaximoff@yahoo.com,History,TX,$809.99,pending
1659.0,   MARY SMITH  ,msmith@outlook.com,Art,FL, $657.37 ,2023-07-05
1348.0,   BOB jones ,bjones@dailybugle.com,Biology,NJ,$303.21,"Jul 20, 2023"
, Clark ALLEN ,callen@edu.org,Biology,AZ,$418.17,11/23/2023
1325.0,  JOHN prince  ,jprince@skynet.com,Agriculture,NJ,$298.64,2023/01/08
1186.0, BARRY Doe ,bdoe@stark.com,Agriculture,TX,$980.87,"Apr 30, 2023"
,charlie Stone   ,cstone@outlook.com,History,CA, $847.39 ,2023/10/05
1919.0, Mary stone  ,mstone@dailybugle.com,,AZ,$239.95,03-09-2023
1608.0,  victor WAYNE,vwayne@dailybugle.com,Engineering,CA, $221.61 ,2023-02-08
1143.0, BOB wayne  ,bwayne@outlook.com,Physics,,$869.35,09-05-2023
1751.0,  MARY connor  ,mconnor@edu.org,Computer Science,KS,$955.96,pending
1947.0,Sara PRINCE   ,sprince@edu.org,Engineering,NV," $1,151.42 ",2023/09/16
1197.0,   BRUCE SMITH   ,bsmith@skynet.com,Agriculture,WA," $1,805.55 ","Sep 15, 2023"
1609.0,   HAL KENT,hkent@yahoo.com,Physics,WA,"$1,273.81","Sep 25, 2023"
1279.0,   Victor JORDAN ,vjordan@outlook.com,,NV," $1,529.08 ","Dec 22, 2023"
1293.0,  WANDA ALLEN  ,wallen@edu.org,Business,KS,"$1,216.83",04/20/2023
1896.0, bob PRINCE,bprince@edu.org,Engineering,,"$1,704.31",12/22/2023
1400.0,HAL WAYNE  ,hwayne@outlook.com,,OR,$854.21,"Feb 09, 2023"
1122.0, MARY SMITH ,msmith@yahoo.com,Math,FL,"$1,433.84",09/19/2023
1183.0,   Bruce prince ,bprince@edu.org,Math,NV," $1,589.69 ",01/01/2024
1202.0,  Bruce BROWN  ,bbrown@dailybugle.com,Computer Science,FL,"$1,826.87",09-06-2023
1438.0,MARY smith,msmith@stark.com,Computer Science,CA,"$1,014.61",03-02-2023
1246.0, wanda MAXIMOFF,wmaximoff@stark.com,Physics,FL, $526.47 ,02-09-2023
1415.0, PETER prince,pprince@outlook.com,History,FL,$739.28,unknown
1836.0,  bob smith,bsmith@skynet.com,Math,TX,$794.36,2023/01/04
1824.0,   steve SMITH  ,ssmith@yahoo.com,Agriculture,WA, $981.01 ,2023-11-20
1974.0,  WANDA JONES  ,wjones@skynet.com,,AZ,$646.05,2023-07-22
1827.0,bruce Wayne   ,bwayne@stark.com,,NV,$981.88,unknown
1954.0,  mary Prince,mprince@skynet.com,,FL, $341.20 ,"Apr 21, 2023"
1129.0, sara ROGERS   ,srogers@gmail.com,Business,TX,$776.84,"Jun 19, 2023"
1637.0, peter parker   ,pparker@stark.com,History,, $48.49 ,2023-02-19
1402.0,   WANDA KENT,wkent@skynet.com,Agriculture,,$300.95,06-03-2023
1844.0,   WANDA Doe   ,wdoe@stark.com,Biology,NY,"$1,196.10","Aug 30, 2023"
1830.0,   john Prince,jprince@outlook.com,Physics,WA,"$1,110.53",2023-06-10
1735.0,   ALICE curry,acurry@edu.org,Math,AZ,$974.46,10/25/2023
1981.0,Clark Wayne ,cwayne@yahoo.com,Biology,CA,"$1,902.80","Apr 28, 2023"
,   SARA Smith,ssmith@gmail.com,Biology,,$276.79,06/18/2023
1641.0, STEVE kent  ,skent@stark.com,,KS,"$1,848.35",2023-02-01
1983.0, hal MAXIMOFF,hmaximoff@skynet.com,Business,AZ,$126.96,08/25/2023
,  STEVE ALLEN,sallen@yahoo.com,,WA,"$1,833.53",2023-12-09
1867.0,  steve Allen ,sallen@outlook.com,Engineering,,$753.12,pending
1988.0,  Sara Kent   ,skent@yahoo.com,Journalism,AZ, $343.71 ,04-24-2023
1624.0,  CLARK prince ,cprince@dailybugle.com,Engineering,,"$1,108.57",2023-02-13
1903.0,  ALICE MAXIMOFF   ,amaximoff@gmail.com,Biology,NY, $949.04 ,2023/08/26
1819.0,  BARRY WAYNE  ,bwayne@stark.com,Biology,, $688.45 ,11-14-2023
1386.0,JOHN rogers   ,jrogers@gmail.com,Biology,," $1,335.17 ",2023/03/05
1901.0,   arthur BROWN  ,abrown@yahoo.com,Business,,$18.45,06-25-2023
1806.0,   hal Parker  ,hparker@skynet.com,Art,CA," $1,352.38 ",pending
1509.0,   sara DOE   ,sdoe@dailybugle.com,Computer Science,FL,"$1,752.01",2023-08-07
,  alice ROGERS   ,arogers@yahoo.com,Math,FL,"$1,500.34",09-27-2023
1881.0,  HAL Jordan   ,hjordan@stark.com,Business,OR,$252.48,"Feb 07, 2023"
1441.0,WANDA Allen,wallen@outlook.com,Physics,WA,"$1,518.38",2023-11-25
1496.0,MARY Jordan   ,mjordan@stark.com,History,FL,$399.97,2023/01/15
1112.0,VICTOR ROGERS ,vrogers@skynet.com,Journalism,OR,"$1,050.95",03/30/2023
1691.0,   Victor MAXIMOFF  ,vmaximoff@yahoo.com,,OR,"$1,541.49",2023-08-06
1232.0, Alice prince   ,aprince@yahoo.com,Engineering,CA,"$1,852.97",12/17/2023
1935.0,WANDA Jones ,wjones@dailybugle.com,Computer Science,WA,"$1,818.67",unknown
1607.0,   ARTHUR Rogers   ,arogers@stark.com,Computer Science,AZ,$205.49,2023-01-06
1671.0, peter DOE,pdoe@edu.org,Art,AZ,$469.43,"Sep 29, 2023"
1373.0, PETER SMITH  ,psmith@edu.org,Physics,NY,"$1,840.87",09-13-2023
1663.0,  Victor allen  ,vallen@skynet.com,Computer Science,CA, $147.51 ,2023/08/18
1908.0,  MARY Doe ,mdoe@gmail.com,Journalism,," $1,532.00 ","Aug 27, 2023"
1233.0,   John KENT ,jkent@dailybugle.com,Journalism,NV,"$1,476.90",2023-04-10
1938.0,arthur Doe,adoe@gmail.com,Art,,"$1,375.91",02/20/2023
1845.0,  Barry Brown   ,bbrown@outlook.com,Physics,OR,"$1,351.42",unknown
1676.0,  SARA Jordan  ,sjordan@edu.org,History,CA," $1,690.96 ",2023-09-27
1317.0,  bob PRINCE   ,bprince@skynet.com,History,NY," $1,142.73 ",2023/09/28
1648.0,   CHARLIE SMITH,csmith@gmail.com,Biology,AZ, $768.35 ,unknown
1410.0,STEVE stone ,sstone@dailybugle.com,Computer Science,AZ,"$1,458.46",06/17/2023
1965.0, Charlie STONE   ,cstone@skynet.com,Math,WA,"$1,321.84",10/09/2023
1709.0,Steve smith   ,ssmith@stark.com,,NY,"$1,311.74",2023-01-07
1358.0,  BRUCE MAXIMOFF,bmaximoff@yahoo.com,,," $1,687.56 ",2023-09-12
1258.0,   BARRY kent ,bkent@outlook.com,Agriculture,NJ," $1,155.30 ",07-23-2023
1744.0,  CLARK Prince  ,cprince@stark.com,History,OR,$455.36,"Apr 12, 2023"
1627.0,WANDA maximoff  ,wmaximoff@skynet.com,,OR," $1,381.19 ",03-04-2023
1632.0,   HAL Doe,hdoe@outlook.com,Agriculture,OR, $553.81 ,"Jul 03, 2023"
1282.0,ARTHUR JONES  ,ajones@stark.com,Math,FL,"$1,791.40",07-15-2023
1376.0,Peter DOE   ,pdoe@yahoo.com,Art,CA,"$1,816.89",03-17-2023
1384.0,mary Parker   ,mparker@edu.org,Computer Science,CA,$959.04,2023-07-05
1224.0,   Bruce Jones  ,bjones@gmail.com,Biology,,$824.68,01-01-2023
1101.0,CHARLIE STONE ,cstone@outlook.com,Journalism,FL, $692.05 ,05-26-2023
1876.0, Bruce kent,bkent@edu.org,History,,"$1,831.70","Dec 23, 2023"
1472.0, Victor ALLEN   ,vallen@outlook.com,Engineering,CA,"$1,035.36",unknown
,   clark CONNOR ,cconnor@dailybugle.com,Physics,WA,$436.77,08-15-2023
1505.0,VICTOR BROWN   ,vbrown@edu.org,Engineering,TX,"$1,105.70",07/14/2023
1639.0,Charlie JONES ,cjones@stark.com,Computer Science,,$461.15,pending
1277.0,  WANDA STONE  ,wstone@edu.org,Computer Science,KS,$824.41,pending
1797.0, Steve parker,sparker@stark.com,Computer Science,NY,$483.50,08-13-2023
1999.0,  WANDA prince ,wprince@outlook.com,Computer Science,TX," $1,415.13 ",02-24-2023
1973.0,   sara jane ,sjane@stark.com,Journalism,,$991.50,06/26/2023
1619.0, Steve JANE   ,sjane@stark.com,Physics,CA, $488.74 ,08/09/2023
,SARA PARKER,sparker@outlook.com,Computer Science,AZ,"$1,047.74",12/19/2023
1864.0,Charlie ROGERS  ,crogers@dailybugle.com,Engineering,AZ,"$1,027.04",2023/06/15
1645.0, JOHN wayne  ,jwayne@gmail.com,Art,FL,"$1,996.18",07/23/2023
1912.0,BOB BROWN ,bbrown@edu.org,Math,KS, $239.51 ,11/23/2023
1556.0,wanda KENT ,wkent@yahoo.com,,CA," $1,279.23 ",2023/05/23
1681.0, BOB Jane,bjane@yahoo.com,Agriculture,AZ,"$1,521.16",2023-09-10
1577.0,  CHARLIE CONNOR   ,cconnor@stark.com,,AZ,"$1,711.91",12-31-2023
1795.0,   STEVE KENT,skent@dailybugle.com,Physics,FL,$141.05,2023/03/23
1085.0,   Steve PARKER  ,sparker@stark.com,Math,TX," $1,633.78 ",03-12-2023
1242.0, DIANA Allen,dallen@gmail.com,,NV,"$1,095.05",04-18-2023
, sara Doe  ,sdoe@stark.com,History,TX,$620.97,2023-05-27
1940.0, Charlie ROGERS ,crogers@stark.com,Math,CA,$628.23,09/17/2023
1159.0, VICTOR SMITH ,vsmith@yahoo.com,,FL,"$1,522.95",2023-09-08
1524.0,   ARTHUR STONE   ,astone@gmail.com,Engineering,FL,"$1,402.22",2023-02-19
1035.0,Bob WAYNE,bwayne@outlook.com,Journalism,,"$1,295.09",08-04-2023
1540.0, JOHN STONE   ,jstone@edu.org,Math,WA,$27.80,01-04-2023
1170.0,Charlie CURRY  ,ccurry@dailybugle.com,History,,$172.43,"Aug 21, 2023"
1654.0, CLARK Kent,ckent@yahoo.com,,," $1,368.88 ",10/24/2023
1970.0,   Bruce Kent ,bkent@gmail.com,Agriculture,WA,"$1,525.93","Mar 08, 2023"
1923.0,  Victor doe ,vdoe@edu.org,Engineering,WA,$539.28,2023/08/13
1913.0, victor PRINCE  ,vprince@stark.com,Physics,WA," $1,962.62 ",unknown
1899.0,  PETER rogers,progers@gmail.com,,NJ, $779.12 ,"Aug 26, 2023"
1733.0,barry smith,bsmith@edu.org,History,TX,"$1,379.40",2023-05-06
1095.0, ALICE Jones,ajones@yahoo.com,Agriculture,, $134.47 ,07/07/2023
, DIANA JANE,djane@yahoo.com,,TX,$706.62,12/17/2023
1240.0,   bruce kent,bkent@skynet.com,,NY,"$1,511.92",12-25-2023
1742.0,   mary Jones,mjones@stark.com,Agriculture,AZ,"$1,172.23","Jan 29, 2023"
1863.0,  CLARK MAXIMOFF  ,cmaximoff@stark.com,Journalism,OR,"$1,022.88","Dec 19, 2023"
1574.0, john PRINCE  ,jprince@gmail.com,Art,,"$1,972.99",01/25/2023
1690.0,   diana JANE  ,djane@outlook.com,Journalism,AZ," $1,684.38 ",11-21-2023
1460.0,  VICTOR PARKER  ,vparker@dailybugle.com,Agriculture,KS,$683.26,11/03/2023
1553.0,   STEVE parker  ,sparker@stark.com,Math,KS, $896.96 ,unknown
1857.0, bruce BROWN   ,bbrown@dailybugle.com,Journalism,OR, $133.64 ,"Apr 05, 2023"
1944.0, JOHN Kent   ,jkent@edu.org,History,WA,"$1,436.36",unknown
1206.0,  Sara DOE   ,sdoe@edu.org,Agriculture,OR,$604.29,11/16/2023
1392.0,  hal Jane   ,hjane@outlook.com,Art,OR,"$1,022.83",2023-08-21
1794.0,  BRUCE Kent ,bkent@dailybugle.com,Engineering,CA,$831.77,05-23-2023
,  Alice DOE   ,adoe@yahoo.com,Art,NJ,"$1,855.70",2023-05-02
1397.0, arthur jordan ,ajordan@yahoo.com,Art,," $1,375.98 ",02/28/2023
1766.0, VICTOR jordan  ,vjordan@yahoo.com,Computer Science,AZ,"$1,888.68",2023-08-16
1914.0, Diana Stone,dstone@outlook.com,,KS,$636.62,2023-10-23
1217.0,  Mary Jane ,mjane@outlook.com,Engineering,NV,$992.71,09/04/2023
1004.0,   ALICE WAYNE  ,awayne@gmail.com,Art,KS,$425.25,11/26/2023
1768.0,  ARTHUR Kent,akent@dailybugle.com,Art,OR,"$1,516.92",unknown
,ALICE ALLEN   ,aallen@yahoo.com,Biology,,$993.19,06/29/2023
1964.0, Bruce WAYNE ,bwayne@dailybugle.com,Biology,NJ," $1,656.03 ",07-28-2023
1612.0,peter jordan ,pjordan@edu.org,Computer Science,OR,$374.06,"Dec 05, 2023"
1738.0, WANDA CURRY ,wcurry@stark.com,,NJ,"$1,003.56",09/29/2023
1546.0, Clark JANE  ,cjane@stark.com,Business,WA, $262.84 ,2023-01-11
1725.0,WANDA WAYNE  ,wwayne@stark.com,Physics,NY,$13.77,12/13/2023
1985.0, JOHN JORDAN  ,jjordan@gmail.com,Biology,KS,"$1,511.13",11/14/2023
1683.0,bob jane ,bjane@yahoo.com,Computer Science,,$848.36,09/26/2023
1098.0,  Bob MAXIMOFF  ,bmaximoff@dailybugle.com,,NJ," $1,702.72 ","Dec 25, 2023"
1804.0,  PETER PARKER   ,pparker@skynet.com,Business,NJ,$427.03,"Feb 25, 2023"
